Ingredient,Text,Recipe_Index,Rating,Quantity,Unit
butter,0.8 cup 2 sticks butter softened,E_91,1,0.8,cup
butter,8 ounces unsalted butter room temperature,E_146,0.5,1,cup
butter,48.0 rounded tablespoon vegan butter,E_169,0.5,3,cup
butter,1.0 cup 1 stick unsalted butter room temperature,E_215,0.875,1,cup
butter,1 cup unsalted butter softened,E_220,0.75,1,cup
butter,1.71 cups unsalted butter melted and cooled slightly,E_230,0.875,1.71,cup
butter,1.0 cup 1 stick butter room temperature,E_258,0.75,1,cup
butter,13.3333333333 tablespoons unsalted butter room temperature,E_362,0.625,0.833333333,cup
butter,0.571428571429 cup 1 stick unsalted butter room temperature,E_375,0.75,0.571428571,cup
butter,30.5454545455 tablespoons cold unsalted butter chopped,E_399,1,1.909090909,cup
butter,0.2 cups unsalted butter softened,E_509,0.75,0.2,cup
butter,5.0 cups unsalted butter,Misc_1,1,5,cup
butter,4.0 ounces butter 4.0 ounces/1 stick,Misc_2,1,0.5,cup
butter,14.6666666667 tablespoons/150 grams unsalted butter melted,Misc_3,0.8,0.916666667,cup
butter,2.4 pound/227 grams unsalted butter 2 sticks room temperature,Misc_4,0.8,0.01875,cup
butter,11.6363636364 ounces butter softened,Misc_5,0.8,1.454545455,cup
butter,28.0 tablespoons butter melted,Misc_6,0.8,1.75,cup
butter,12.8 ounces butter softened,Misc_7,0.8,1.6,cup
butter,0.872727272727 cup butter,Misc_8,1,0.872727273,cup
butter,0.8 cup 1 stick unsalted butter,Misc_10,0.84,0.8,cup
butter,0.8 cup 2 sticks butter softened,Misc_11,0.86,0.8,cup
butter,1.0 cup unsalted butter see notes below room temperature,Misc_12,0.984,1,cup
butter,1.33333333333 cup 2 sticks unsalted butter room temperature,Misc_13,0.6,1.333333333,cup
butter,1.06666666667 cup unsalted butter  melted and cooled at least 10 minutes 226g,Misc_15,1,1.066666667,cup
butter,1.5 cups land o lakes® butter softened,Misc_17,0.9,1.5,cup
butter,0.666666666667 cup unsalted butter right from the fridge or at room temperature,Misc_18,0.88,0.666666667,cup
butter,1.5 cup unsalted butter melted and then cooled for at least 5 minutes* 226g,Misc_19,0.98,1.5,cup
butter,4.0 sticks 1 cup unsalted butter softened,Misc_20,0.96,4,cup
butter,16.0 ounces unsalted butter,Misc_21,NA,2,cup
butter,0.5 pound 2 sticks cold unsalted butter cut into small pieces,Misc_22,NA,0.00390625,cup
butter,2 cups unsalted butter at room temperature,Misc_23,0.9,2,cup
butter,0.666666666667 cup butter softened,Misc_24,0.9,0.666666667,cup
butter,2.0 cup butter softened,Misc_26,0.9,2,cup
butter,32.0 tablespoons 230 grams unsalted butter at room temperature 2 sticks,Misc_27,NA,2,cup
butter,32.0 tablespoons 230 grams unsalted butter at room temperature 2 sticks,Misc_28,0.98,2,cup
butter,16.0 tablespoons 1 1/2 sticks butter melted and cooled for 5 minutes,Misc_29,NA,1,cup
butter,2.4 cup unsalted butter melted,Misc_30,1,2.4,cup
butter,0.4 cup butter,Misc_31,0.8,0.4,cup
butter,2.0 cup butter ,Misc_32,NA,2,cup
butter,0.96 cup butter unsalted melted,Misc_33,NA,0.96,cup
butter,3.42857142857 cup butter,Misc_34,NA,3.428571429,cup
butter,1.875 cups real unsalted butter,Misc_36,0.982,1.875,cup
butter,2.13333333333 cups butter softened,Misc_38,NA,2.133333333,cup
butter,0.8 cup butter 2 sticks  softened,Misc_39,NA,0.8,cup
butter,1.0 cup 2 sticks 226 grams unsalted butter room temperature,Misc_40,NA,1,cup
butter,1.6 cup butter softened,Misc_42,NA,1.6,cup
butter,1.26315789474 cup 230 grams unsalted butter softened to room temperature,Misc_43,NA,1.263157895,cup
butter,24.0 tablespoons butter 1 1/2 sticks melted and cooled until warm,Misc_44,NA,1.5,cup
butter,1.33333333333 cup countryside creamery unsalted butter softened,Misc_45,NA,1.333333333,cup
butter,0.666666666667 cup butter softened,Misc_46,NA,0.666666667,cup
butter,0.571428571429 cup butter softened,Misc_47,NA,0.571428571,cup
butter,0.666666666667 cup unsalted butter right from the fridge or at room temperature,Misc_48,NA,0.666666667,cup
butter,"2.0 	cups 2 1/2 sticks butter at room temperature",Misc_49,NA,2,cup
butter,"2.0 	cup 2 sticks unsalted butter room temperature",Misc_50,NA,2,cup
butter,"8.53333333333 	ounces unsalted butter at room temperature",Misc_51,NA,1.066666667,cup
butter,0.96 cups unsalted butter cut into chunks at room temperature,Misc_52,NA,0.96,cup
butter,"42.0 	tablespoons unsalted butter 1 3/4 sticks",Misc_53,NA,2.625,cup
butter,1.14285714286 cup unsalted butter room temperature,Misc_55,NA,1.142857143,cup
butter,2.0 cup butter softened,Misc_62,NA,2,cup
butter,1.77777777778 cup 2 sticks unsalted butter softened,Misc_63,NA,1.777777778,cup
butter,1.0 cup softened butter,Misc_65,NA,1,cup
butter,1.0 cup 113 g butter,Misc_68,NA,1,cup
butter,1.33333333333 cup butter softened to cool room temperature not overly warm or melty,Misc_70,1,1.333333333,cup
butter,2.4 pound 2 sticks; 227 g unsalted butter room temperature,Misc_72,NA,0.01875,cup
butter,1.0 cup room temperature unsalted butter,Misc_73,NA,1,cup
butter,0.666666666667 cup butter,Misc_74,0.92,0.666666667,cup
butter,1.77777777778 cup unsalted butter melted and cooled slightly,Misc_75,NA,1.777777778,cup
butter,2.0 cup unsalted butter cold,Misc_76,NA,2,cup
butter,10.2857142857 ounces butter,Misc_77,NA,1.285714286,cup
butter,1.2 cup | 110g | 1 stick butter,Misc_78,NA,1.2,cup
butter,2.57142857143 cup unsalted butter softened 1 1/2 sticks,Misc_79,NA,2.571428571,cup
butter,2.0 cup 1 1/2 sticks unsalted butter melted,Misc_81,1,2,cup
butter,1.71428571429 cup butter melted,Misc_82,0.934,1.714285714,cup
butter,0.75 cup butter softened,Misc_83,NA,0.75,cup
butter,44.3076923077 tbsp unsalted butter,Misc_84,0.99,2.769230769,cup
butter,0.666666666667 cup unsalted butter at room temperature,Misc_85,NA,0.666666667,cup
butter,2.0 cup butter softened to room temperature,Misc_86,1,2,cup
butter,3.0 cup butter softened to room temperature,Misc_87,0.92,3,cup
butter,1.71428571429 cup 1 stick butter,Misc_89,NA,1.714285714,cup
butter,4.8 ⁄2 cups unsalted butter softened,Misc_90,NA,4.8,cup
butter,1.0 cup 2 sticks unsalted butter melted and cooled,Misc_91,NA,1,cup
butter,1.33333333333 pound 2 sticks unsalted butter melted and just warm to the touch,Misc_92,NA,0.010416667,cup
butter,1.33333333333 cup butter,Misc_93,1,1.333333333,cup
butter,1.66666666667 cups 284g unsalted butter,Misc_94,NA,1.666666667,cup
butter,1.33333333333 cup[s sticks unsalted butter,Misc_95,1,1.333333333,cup
butter,1.2 cup 115 g unsalted butter softened at room temperature,Misc_96,NA,1.2,cup
butter,1.82856685714 cup unsalted butter,Misc_97,NA,1.828566857,cup
butter,2 cup unsalted butter,Misc_98,NA,2,cup
butter,2.66666666667 cup 2 sticks unsalted butter softened *see notes,Misc_99,0.9,2.666666667,cup
butter,2.66666666667  cups unsalted butter,Misc_100,NA,2.666666667,cup
butter,39.0 tablespoons of butter melted and cooled,Misc_101,NA,2.4375,cup
butter,4.0 cup 240 g of unsalted butter,Misc_102,NA,4,cup
butter,1.33333333333 cups butter softened,Misc_103,NA,1.333333333,cup
butter,0.8 cup unsalted butter at room temperature,Misc_104,NA,0.8,cup
butter,1.33333333333 cup 2 sticks unsalted butter at room temperature,Misc_106,NA,1.333333333,cup
butter,0.8 cup unsalted butter at room temperature,Misc_107,NA,0.8,cup
butter,1.0 cup unsalted butter at room temperature,Misc_108,NA,1,cup
butter,2.0 cups butter,Misc_109,NA,2,cup
butter,12.0 ounces unsalted butter soft but cool about 65°f 18°c,Misc_110,0.88,1.5,cup
butter,1.06666666667 cup unsalted butter  melted and cooled at least 10 minutes 226g,Misc_111,NA,1.066666667,cup
butter,1.2 cups unsalted butter at room temperature,Misc_114,0.82,1.2,cup
butter,0.923076923077 cup 1 stick salted butter softened,Misc_35,0.6,0.923076923,cup
butter,0.6 cup 1 stick salted butter very soft,Misc_41,NA,0.6,cup
butter,1.2 cup 2 sticks lightly salted butter at room temperature,Misc_64,NA,1.2,cup
butter,2.0 cup salted butter,Misc_80,NA,2,cup
butter,1.14285714286 cup salted butter/softened at room temperature,Misc_113,NA,1.142857143,cup
cake flour,1.0 cup cake flour,AR_119,0.845714283,1,cup
cake flour,0.133333333333 cups unbleached cake flour,E_146,0.5,0.133333333,cup
cake flour,8.0 cups cake flour,Misc_1,1,8,cup
cake flour,"3.2 	cup cake flour",Misc_49,NA,3.2,cup
cake flour,2.5 cups cake flour,Misc_94,NA,2.5,cup
cake flour,2.33333333333 cups cake flour,Misc_100,NA,2.333333333,cup
cake mix,18.25 ounce yellow cake mix,AR_23,0.869999981,18.25,ounce
cake mix,36.5 ounce moist yellow cake mix,AR_99,0.858333302,36.5,ounce
cake mix,24.333 ounce package yellow cake mix,AR_113,0.8,24.333,ounce
chocolate chip,6.857142857142857 ounce squares german sweet chocolate chopped,AR_16,0.85882349,0.857142857,cup
chocolate chip,0.4444444444444444 cup candy coated chocolate pieces,AR_33,0.826666641,0.444444444,cup
chocolate chip,2.0 cups nestle® toll house® semi sweet chocolate morsels,AR_164,0.917012405,2,cup
chocolate chip,1.6 cups nestl� toll house semi sweet chocolate morsels,E_91,1,1.6,cup
chocolate chip,0.0888888888889 cup bittersweet chocolate chunks ideally about 72% cacao,E_146,0.5,0.088888889,cup
chocolate chip,16.0 ounces semisweet or bittersweet chocolate do not exceed 72% cacao coarsely chopped,E_215,0.875,2,cup
chocolate chip,3.70909090909 cup dark chocolate chopped,E_399,1,3.709090909,cup
chocolate chip,5.0 pounds bittersweet chocolate disks or fèves at least 60 percent cacao content see note,Misc_1,1,0.0390625,cup
chocolate chip,2.90909090909 cups chopped bittersweet chocolate chunks and shavings,Misc_5,0.8,2.909090909,cup
chocolate chip,3.0 cups chopped bittersweet chocolate peasize pieces and shavings,Misc_6,0.8,3,cup
chocolate chip,4.8 cups chopped bittersweet chocolate chunks and shavings,Misc_7,0.8,4.8,cup
chocolate chip,1.6 cups 12 oz. pkg. nestlé® toll house® semi sweet chocolate morsels,Misc_11,0.86,1.6,cup
chocolate chip,1.6 cups semisweet chocolate pieces,Misc_31,0.8,1.6,cup
chocolate chip,1.84615384615 cup high quality chocolate like guittard,Misc_35,0.6,1.846153846,cup
chocolate chip,"2.13333333333 	pounds bittersweet chocolate discs",Misc_49,NA,0.016666667,cup
chocolate chip,2.28571428571 cups chocolate discs 53% to 64% cacao*,Misc_55,NA,2.285714286,cup
chocolate chip,21.3333333333 ounces dark chocolate chunks,Misc_75,NA,2.666666667,cup
chocolate chip,2 cups chocolate of your choice roughly chopped into bite size chunks,Misc_96,NA,2,cup
chocolate chip,3.33333333333 pounds bittersweet chocolate disks or féves at least 60 percent cacao content see note,Misc_100,NA,0.026041667,cup
chocolate chip,2.66666666667 5 ounce block high quality semisweet chocolate chopped,Misc_112,NA,0.333333333,cup
chocolate chip,2.0 cups semisweet chocolate chips,AR_1,0.920724583,2,cup
chocolate chip,1.3333333333333333 cup semisweet chocolate chips,AR_2,0.937981987,1.333333333,cup
chocolate chip,2.0 cups semisweet chocolate chips,AR_3,0.917986774,2,cup
chocolate chip,0.6666666666666666 cup white chocolate chips,AR_4,0.922985077,0.666666667,cup
chocolate chip,0.6666666666666666 cup semisweet chocolate chips,AR_4,0.922985077,0.666666667,cup
chocolate chip,2.0 cups semisweet chocolate chips,AR_5,0.937341785,2,cup
chocolate chip,4.0 cups semisweet chocolate chips,AR_8,0.942446041,4,cup
chocolate chip,1.6 cups semisweet chocolate chips,AR_10,0.905162048,1.6,cup
chocolate chip,2.6666666666666665 cups semisweet chocolate chips,AR_11,0.902891922,2.666666667,cup
chocolate chip,12 ounce bag semi sweet chocolate chips,AR_12,0.873469353,1.5,cup
chocolate chip,4.0 cup semisweet chocolate chips,AR_13,0.909016418,4,cup
chocolate chip,2.0 cups semisweet chocolate chips,AR_14,0.90666666,2,cup
chocolate chip,2.0 cups semisweet chocolate chips,AR_15,0.924302769,2,cup
chocolate chip,1.7142857142857142 cups dark chocolate chips,AR_16,0.85882349,1.714285714,cup
chocolate chip,1.3333333333333333 cup jumbo semisweet chocolate chips,AR_19,0.880000019,1.333333333,cup
chocolate chip,2.6666666666666665 cups semisweet chocolate chips,AR_21,0.881944466,2.666666667,cup
chocolate chip,2.0 cups semisweet chocolate chips,AR_23,0.869999981,2,cup
chocolate chip,3.0 cups semisweet chocolate chips,AR_26,0.9,3,cup
chocolate chip,1.0 cup miniature semisweet chocolate chips,AR_27,0.876923084,1,cup
chocolate chip,2.0 cups semisweet chocolate chips,AR_28,0.873333359,2,cup
chocolate chip,1.0 cup semisweet chocolate chips,AR_30,0.859829044,1,cup
chocolate chip,3.2 cups semisweet chocolate chips,AR_32,0.830769253,3.2,cup
chocolate chip,0.6666666666666666 cup semisweet chocolate chips,AR_33,0.826666641,0.666666667,cup
chocolate chip,4.0 cup semisweet chocolate chips,AR_35,0.843636322,4,cup
chocolate chip,32 ounce semisweet chocolate chips,AR_37,0.8,4,cup
chocolate chip,2.0 cups semisweet chocolate chips,AR_39,0.6,2,cup
chocolate chip,2.0 cup semisweet chocolate chips,AR_43,0.828866005,2,cup
chocolate chip,2.0 cups semisweet chocolate chips,AR_45,0.821052647,2,cup
chocolate chip,8.0 cups semisweet chocolate chips,AR_47,0.7125,8,cup
chocolate chip,4.0 cups semisweet chocolate chips,AR_48,0.677777767,4,cup
chocolate chip,2.0 cups white chocolate chips,AR_49,0.592592573,2,cup
chocolate chip,2.0 cups semi sweet chocolate chips,AR_49,0.592592573,2,cup
chocolate chip,2.0 cups semisweet chocolate chips,AR_50,0.66500001,2,cup
chocolate chip,0.6666666666666666 cup semisweet chocolate chips,AR_52,0.476190472,0.666666667,cup
chocolate chip,2.0 cup semisweet chocolate chips,AR_53,0.692473125,2,cup
chocolate chip,1.0 cup semisweet chocolate chips,AR_54,0.723741007,1,cup
chocolate chip,2.0 cup semisweet chocolate chips,AR_55,0.385714293,2,cup
chocolate chip,1.0 cup semisweet chocolate chips,AR_57,0.595505619,1,cup
chocolate chip,3.0 cups semisweet chocolate chips,AR_67,0.939130402,3,cup
chocolate chip,1.0 cup semi sweet chocolate chips,AR_69,0.920792103,1,cup
chocolate chip,1.0 cup white chocolate chips,AR_69,0.920792103,1,cup
chocolate chip,1.6 cups semisweet chocolate chips,AR_70,0.91003809,1.6,cup
chocolate chip,2.0 cups semisweet chocolate chips,AR_78,0.915186214,2,cup
chocolate chip,6.0 cups semisweet chocolate chips,AR_84,0.905737686,6,cup
chocolate chip,12 ounce package semi sweet chocolate chips,AR_88,0.955555534,1.5,cup
chocolate chip,0.8 cup semisweet chocolate chips,AR_89,0.909890079,0.8,cup
chocolate chip,0.8 cup white chocolate chips,AR_89,0.909890079,0.8,cup
chocolate chip,2.0 cup semisweet chocolate chips,AR_90,0.902608681,2,cup
chocolate chip,4.0 cups semisweet chocolate chips,AR_91,0.928301907,4,cup
chocolate chip,1.2000000000000002 cups semisweet chocolate chips,AR_97,0.933333302,1.2,cup
chocolate chip,1.4933333333333334 pounds semisweet chocolate chips,AR_98,0.90666666,0.011666667,cup
chocolate chip,2.0 cup semisweet chocolate chips,AR_99,0.858333302,2,cup
chocolate chip,7.92 ounce packages semisweet chocolate chips,AR_101,0.6,0.99,cup
chocolate chip,16 ounce bag chocolate chips,AR_102,0.9375,2,cup
chocolate chip,9.600000000000001 ounces semisweet chocolate chips,AR_103,0.88125,1.2,cup
chocolate chip,12.0 cups semisweet chocolate chips,AR_107,0.927272701,12,cup
chocolate chip,1.1428571428571428 cups semisweet chocolate chips,AR_108,0.867741966,1.142857143,cup
chocolate chip,1.3333333333333333 cups semisweet chocolate chips,AR_109,0.871794891,1.333333333,cup
chocolate chip,2.0 cups semisweet chocolate chips,AR_110,0.868292713,2,cup
chocolate chip,24 ounce package semisweet chocolate chips,AR_111,1,3,cup
chocolate chip,15.11 ounce package semisweet chocolate chips,AR_113,0.8,1.88875,cup
chocolate chip,1.25 cups semisweet chocolate chips,AR_116,0.847999954,1.25,cup
chocolate chip,1.2000000000000002 cups semisweet chocolate chips,AR_118,0.830769253,1.2,cup
chocolate chip,2.0 cups semisweet chocolate chips,AR_119,0.845714283,2,cup
chocolate chip,4.0 cups semisweet chocolate chips,AR_128,0.714285707,4,cup
chocolate chip,2.6666666666666665 cups semisweet chocolate chips,AR_140,0.584615374,2.666666667,cup
chocolate chip,2.6666666666666665 cups semisweet chocolate chips,AR_141,0.784615374,2.666666667,cup
chocolate chip,24.0 ounces semisweet chocolate chips,AR_142,0.671428585,3,cup
chocolate chip,2.0 cup semisweet chocolate chips,AR_144,0.442857122,2,cup
chocolate chip,2.6666666666666665 cups semisweet chocolate chips,AR_155,0.931135178,2.666666667,cup
chocolate chip,8.0 cups semisweet chocolate chips,AR_156,0.924294472,8,cup
chocolate chip,2.6666666666666665 cups semisweet chocolate chips,AR_169,0.873728848,2.666666667,cup
chocolate chip,2.0 cup semi sweet chocolate chips,AR_195,0.585714293,2,cup
chocolate chip,2.6666666666666665 cups jumbo semisweet chocolate chips,AR_196,0.785929632,2.666666667,cup
chocolate chip,1.3333333333333333 cup white chocolate chips,AR_196,0.785929632,1.333333333,cup
chocolate chip,1.0 cup semisweet chocolate chips,AR_197,0.706521749,1,cup
chocolate chip,1.7777777777777777 cups semisweet chocolate chips,AR_218,0.877419376,1.777777778,cup
chocolate chip,24 ounce bag chocolate chips,AR_256,0.870253181,3,cup
chocolate chip,0.5 cup white chocolate chips,AR_280,NA,0.5,cup
chocolate chip,0.5 cup semisweet chocolate chips,AR_280,NA,0.5,cup
chocolate chip,2.4 cup semi sweet or bittersweet chocolate chips,E_21,0.75,2.4,cup
chocolate chip,2.4 pound cups semisweet chocolate chips,E_26,0.875,2.4,cup
chocolate chip,19.2 ounces miniature semisweet chocolate chips,E_79,0.75,2.4,cup
chocolate chip,11.52 ounces bitter chocolate chips or bitter chocolate cut in very small pieces,E_87,0.75,1.44,cup
chocolate chip,8.0 cup semisweet chocolate chips,E_88,0.375,8,cup
chocolate chip,2.0 cups bittersweet chocolate chunks or chips,E_89,0.875,2,cup
chocolate chip,48.0 tablespoon dark chocolate chips,E_169,0.5,3,cup
chocolate chip,8.0 ounces semisweet chocolate chips,E_197,0.875,1,cup
chocolate chip,1.33333333333 cup semisweet chocolate chips,E_220,0.75,1.333333333,cup
chocolate chip,4.28571428571 cups semisweet chocolate chips ,E_230,0.875,4.285714286,cup
chocolate chip,10.6666666667 ounces chopped high quality semisweet chocolate or chocolate chips ,E_362,0.625,1.333333333,cup
chocolate chip,14.8571428571  ounce package semisweet chocolate chips,E_375,0.75,1.857142857,cup
chocolate chip,0.4 cups semisweet chocolate chips ,E_509,0.75,0.4,cup
chocolate chip,10.4727272727 ounces chocolate chips,Misc_8,1,1.309090909,cup
chocolate chip,19.2 ounce bag semisweet chocolate chips or chunks,Misc_10,0.84,2.4,cup
chocolate chip,4.5 cups semisweet chocolate chips i used ghiradelli semi sweet,Misc_12,0.984,4.5,cup
chocolate chip,12 ounce package semi sweet chocolate chips,Misc_17,0.9,1.5,cup
chocolate chip,5.0 ounces 55.0 percent chocolate cut into chip sized pieces about ,Misc_22,NA,0.625,cup
chocolate chip,5.0 ounces 70 to 72 percent chocolate cut into chip sized pieces ,Misc_22,NA,0.625,cup
chocolate chip,2.0 cups semi sweet chocolate chips,Misc_24,0.9,2,cup
chocolate chip,24 ounces semisweet chocolate chips,Misc_26,0.9,3,cup
chocolate chip,4.0 cups chocolate chips,Misc_28,0.98,4,cup
chocolate chip,7.2 cups chocolate chips use your favorite kind,Misc_30,1,7.2,cup
chocolate chip,11.0 cups semisweet chocolate chips,Misc_32,NA,11,cup
chocolate chip,1.33333333333 cup semisweet chocolate chips,Misc_37,0.8,1.333333333,cup
chocolate chip,19.2 ounces semi sweet chocolate chips,Misc_38,NA,2.4,cup
chocolate chip,1.5 cups 270 grams semisweet chocolate chips,Misc_40,NA,1.5,cup
chocolate chip,1.14285714286 cups guittard real semisweet chocolate chips,Misc_47,NA,1.142857143,cup
chocolate chip,"3.0 	cups regular semisweet chocolate chips",Misc_50,NA,3,cup
chocolate chip,"2.0 	cup large bittersweet chocolate chips",Misc_50,NA,2,cup
chocolate chip,"2.13333333333 	cups bittersweet chocolate chopped into chips or store bought chocolate chips or chunks",Misc_51,NA,2.133333333,cup
chocolate chip,"3.75 	cups semisweet chocolate chips or chunks see note",Misc_53,NA,3.75,cup
chocolate chip,0.888888888889 cup semisweet chocolate chips,Misc_63,NA,0.888888889,cup
chocolate chip,0.888888888889 cup white chocolate chips,Misc_63,NA,0.888888889,cup
chocolate chip,4.61538461538 cups chocolate chips*,Misc_71,1,4.615384615,cup
chocolate chip,3.0 cup semi sweet chocolate chips splurge for the good stuff   i like guittard,Misc_87,0.92,3,cup
chocolate chip,2.66666666667 cup chocolate chips semi bittersweet or both,Misc_95,1,2.666666667,cup
chocolate chip,3.0 cup of semisweet chocolate chips,Misc_101,NA,3,cup
chocolate chip,4.0 cup 150 g semi sweet chocolate chips,Misc_102,NA,4,cup
chocolate chip,2.66666666667 cups semi sweet chocolate chips,Misc_103,NA,2.666666667,cup
chocolate chip,2.0 cup semi sweet chocolate chips,Misc_108,NA,2,cup
chocolate chip,1.0 cup white chocolate chips,Misc_108,NA,1,cup
chocolate chip,24 ounce bags chocolate chips,Misc_109,NA,3,cup
chocolate chip,1.86666666667 cup semisweet chocolate chips ,Misc_111,NA,1.866666667,cup
chocolate chip,0.6666666666666666 cup milk chocolate chips,AR_4,0.922985077,0.666666667,cup
chocolate chip,2.6666666666666665 cups milk chocolate chips,AR_7,0.896335125,2.666666667,cup
chocolate chip,0.5714285714285714 cup milk chocolate chips,AR_16,0.85882349,0.571428571,cup
chocolate chip,1.3333333333333333 cup milk chocolate chips,AR_19,0.880000019,1.333333333,cup
chocolate chip,2.0 cups milk chocolate chips,AR_49,0.592592573,2,cup
chocolate chip,4.0 cups milk chocolate chips,AR_66,0.902002907,4,cup
chocolate chip,1.0 cup milk chocolate chips,AR_69,0.920792103,1,cup
chocolate chip,3.2 ounces milk chocolate grated,AR_70,0.91003809,0.4,cup
chocolate chip,4.0 cups milk chocolate chips,AR_79,0.633333349,4,cup
chocolate chip,3.2 cups milk chocolate chips,AR_95,0.844067764,3.2,cup
chocolate chip,0.6666666666666666 cup milk chocolate chips,AR_96,0.818181801,0.666666667,cup
chocolate chip,2.6 ounce bar milk chocolate candy bar such as hershey's® cut into pieces,AR_101,0.6,0.325,cup
chocolate chip,0.0444444444444 cup valrhona chocolate pearls available at valrhona chocolate.com or chopped malted milk balls,E_146,0.5,0.044444444,cup
chocolate chip,25.0  ounce  milk chocolate chips,E_258,0.75,3.125,cup
chocolate chip,4.36363636364  ounce milk chocolate bar,Misc_8,1,0.545454545,cup
chocolate chip,1.6 cups hershey's milk chocolate chips,Misc_39,NA,1.6,cup
chocolate chip,4.0 cups semi sweet or milk chocolate chips,Misc_46,NA,4,cup
chocolate chip,11.5 ounces semi sweet chocolate baking chips contains milk,Misc_61,NA,1.4375,cup
chocolate chip,21.0 ounces assorted dark milk or white chocolate not commercial chips roughly chopped,Misc_110,0.88,2.625,cup
chocolate chip,1.0 cup semi sweet morsels,E_133,0.75,1,cup
chocolate chip,8.0 ounces hershey bars grated,Misc_109,NA,1,cup
chocolate chip,"2.66666666667 5 ounce block high quality milk chocolate, chopped",Misc_112,NA,1.6666,cup
chocolate chip,1.0 cup/125 grams chocolate chips,Misc_3,0.8,1,cup
chocolate chip,1.0 package 12 ounces semisweet chocolate chips 2 cups,Misc_9,0.86,1,cup
chocolate chip,3.69230769231 cups 340 grams semi sweet chocolate chips,Misc_14,NA,3.692307692,cup
chocolate chip,"1.86666666667 cup semisweet chocolate chips plus additional for tops, optional 300g + additional",Misc_15,1,1.866666667,cup
chocolate chip,0.666666666667 to 2 bags 12 oz each semisweet chocolate chips 2 to 4 cups,Misc_16,0.9,0.666666667,cup
chocolate chip,2.66666666667 cups semisweet chocolate chips,Misc_18,0.88,2.666666667,cup
chocolate chip,3.0 cups chocolate chips i used half regular semisweet chips and half mini semisweet chips,Misc_19,0.98,3,cup
chocolate chip,24.0 ounces semisweet chocolate chips,Misc_21,NA,3,cup
chocolate chip,4.0 cups 340 grams or 14.0 ounces chocolate chips,Misc_27,NA,4,cup
chocolate chip,2.0 cups semisweet chocolate chips,Misc_29,NA,2,cup
chocolate chip,1.92 cups chocolate chips semi sweet,Misc_33,NA,1.92,cup
chocolate chip,2.4 cups semi sweet chocolate chips,Misc_41,NA,2.4,cup
chocolate chip,3.2 cups semi sweet chocolate chips,Misc_42,NA,3.2,cup
chocolate chip,1.26315789474 12 ounce package 2 cups semi sweet chocolate chips,Misc_43,NA,1.263157895,cup
chocolate chip,2.0 cups baker’s corner semi sweet chocolate chips,Misc_45,NA,2,cup
chocolate chip,2.66666666667 cups semisweet chocolate chips,Misc_48,NA,2.666666667,cup
chocolate chip,"9.6 	ounces 283 grams semisweet or bittersweet chocolate, coarsely chopped or 1 2/3 cups chocolate chips",Misc_52,NA,9.6,cup
chocolate chip,2.0 and 1/4 cup 225g semi sweet chocolate chips,Misc_56,NA,2,cup
chocolate chip,3.0 cups chocolate chips,Misc_60,NA,3,cup
chocolate chip,3.5 cups dark chocolate chips,Misc_62,NA,3.5,cup
chocolate chip,2.4 cups semisweet chocolate chips nestlé can’t really be beat,Misc_64,NA,2.4,cup
chocolate chip,13.0 ounce package of chocolate chips,Misc_65,NA,1.625,cup
chocolate chip,"2.4 sticks unsalted butter, at room temperature 1 cup packed dark brown sugar 1/2.4 cup granulated sugar 1 teaspoon vanilla extract 1 large egg 2.4 3/4 cups all purpose flour kosher salt 1 1/4 teaspoons baking soda 12.4 ounces semisweet chocolate chips",Misc_66,0.8,2.4,cup
chocolate chip,2.0 cup 170 g semisweet chocolate chips,Misc_68,NA,2,cup
chocolate chip,3.0 cup chocolate chips i use a combination of chocolate chips and chocolate chunks,Misc_69,0.92,3,cup
chocolate chip,10.5 cups 60 percent dark chocolate chips,Misc_73,NA,10.5,cup
chocolate chip,4.0 cups semi sweet or dark chocolate chips,Misc_76,NA,4,cup
chocolate chip,2.4 cup | 200g chocolate chips,Misc_78,NA,2.4,cup
chocolate chip,2.0  3/4 cup semi sweet chocolate chips,Misc_80,NA,2,cup
chocolate chip,2.66666666667 cup semisweet chocolate chips,Misc_81,1,2.666666667,cup
chocolate chip,2.28571428571 cup chocolate chips,Misc_82,0.934,2.285714286,cup
chocolate chip,4.61538461538 cups chocolate chips,Misc_84,0.99,4.615384615,cup
chocolate chip,2.66666666667 cups semi sweet chocolate chips,Misc_85,NA,2.666666667,cup
chocolate chip,4.0 cup semisweet chocolate chips,Misc_86,1,4,cup
chocolate chip,2.0 cup dark chocolate chips,Misc_87,0.92,2,cup
chocolate chip,3.42857142857 cup chocolate chips,Misc_89,NA,3.428571429,cup
chocolate chip,4.8 12 ounce bags semi sweet chocolate chips,Misc_90,NA,0.6,cup
chocolate chip,"2.0  3 cups mini or regular semisweet chocolate chips or 1 cup each semisweet, peanut butter, and white chocolate chips",Misc_91,NA,2,cup
chocolate chip,32.0 ounces semisweet chocolate chips,Misc_92,NA,4,cup
chocolate chip,7.33333333333 cups chocolate chips,Misc_93,1,7.333333333,cup
chocolate chip,1.66666666667 pounds chocolate chips or chunks original recipe calls for chopped dark chocolate,Misc_94,NA,0.013020833,cup
chocolate chip,2.0 cup semi sweet chocolate chips or chunks,Misc_98,NA,2,cup
chocolate chip,5.33333333333 cups or 1 12 oz. pkg. chocolate chips,Misc_99,0.9,5.333333333,cup
