Ingredient,Count
vanilla,1.14285714286 teaspoon vanilla extract,375
all purpose flour,3.42857142857 cups all purpose flour,375
baking soda,1.14285714286 teaspoon baking soda,375
salt,1.14285714286 teaspoon salt,375
chocolate chip,14.8571428571  ounce package semisweet chocolate chips,375
all purpose flour,2.0 cup all purpose flour,386
baking soda,1.0 teaspoon baking soda,386
salt,0.5 teaspoon salt,386
butter,"1.0 cup plus 2 tablespoons 1 1/4 sticks unsalted butter, room temperature",386
sugar,1.0 cup sugar,386
brown sugar,1.0 cup packed dark brown sugar,386
egg,2.0 large egg,386
vanilla,2.0 teaspoon vanilla extract,386
other,1.0 teaspoon almond extract,386
oat,2.0 cup old fashioned oats,386
chocolate chip,3.0 cups semisweet chocolate chips,386
fruit,2.0 cup dried tart cherries,386
other,"1.0 cup slivered almonds, toasted",386
all purpose flour,1.33333333333 cups all purpose flour,388
baking soda,0.666666666667 teaspoon baking soda,388
baking powder,0.333333333333 teaspoon baking powder,388
salt,0.666666666667 teaspoon salt,388
oat,0.666666666667 cup old fashioned rolled oats,388
butter,"1.33333333333 sticks 1 cup unsalted butter, softened",388
brown sugar,0.833333333333 cups firmly packed light brown sugar,388
sugar,0.166666666667 cup granulated sugar,388
egg,1.33333333333 large eggs,388
vanilla,0.666666666667 teaspoon vanilla,388
chocolate chip,1.33333333333 cups 11.33333333333 ounces semisweet chocolate chips,388
margarine,1.0 cup 2 sticks margarine,398
brown sugar,1.0 cup packed dark brown sugar,398
sugar,0.5 cup plus 2 tablespoons sugar,398
egg,2.0 large eggs,398
vanilla,1.0 teaspoon vanilla extract,398
all purpose flour,2.0 cups plus 2.0 tablespoons all purpose flour,398
baking soda,0.75 teaspoon baking soda,398
salt,0.5 teaspoon salt,398
oat,2.5 cups quick cooking oats,398
chocolate chip,2.0 cups semisweet chocolate chips about 12.0 ounces,398
pecan,1.0 cup chopped pecans,398
butter,"436.363636364 g about 14 tablespoons cold unsalted butter, chopped",399
brown sugar,2.18181818182 cup 175g brown sugar,399
sugar,1.63636363636 cup 165g white granulated sugar,399
vanilla,2.18181818182 teaspoon vanilla extract,399
milk,4.36363636364 tablespoons milk,399
egg,2.18181818182 egg,399
all purpose flour,4.36363636364 cups 300g plain all purpose flour,399
baking powder,0.545454545455 teaspoon baking powder,399
baking soda,0.545454545455 teaspoon baking soda,399
salt,0.545454545455 teaspoon table salt,399
chocolate,"654.545454545 g dark chocolate, chopped",399
all purpose flour,72.0 cups all purpose flour,444
cinnamon,96.0 teaspoons ground cinnamon,444
baking powder,48.0 teaspoon baking powder,444
other,48.0 teaspoon espresso powder,444
baking soda,24.0 teaspoon baking soda,444
salt,24.0 teaspoon kosher salt,444
egg,96.0 large eggs,444
vanilla,48.0 teaspoon vanilla extract,444
butter,"480.0 tablespoons unsalted butter, room temperature",444
sugar,36.0 cup granulated sugar,444
brown sugar,36.0 cup packed light brown sugar,444
milk,"384.0 ounces high quality milk chocolate, chopped",444
other,a heavy preferably cast iron 576.0  inch skillet,444
butter,"1.5 stick 1/4 cup unsalted butter, softened",450
brown sugar,1.0 cup firmly packed light brown sugar,450
water,"3.0 large egg yolk plus 2 teaspoons water, or 3.0 large egg white",450
all purpose flour,1.5 cup all purpose flour,450
baking powder,0.75 teaspoon double acting baking powder,450
salt,0.75 teaspoon salt,450
vanilla,0.75 teaspoon vanilla extract,450
chocolate chip,3.0 cup semisweet chocolate chips,450
other,1.5 cup toasted rice cereal,450
all purpose flour,2.66666666667 cup all purpose flour,507
baking soda,1.33333333333 teaspoon baking soda,507
salt,1.33333333333 teaspoon salt,507
butter,"2.66666666667 stick 1/2 cup unsalted butter, softened",507
brown sugar,0.888888888889 cup packed light brown sugar,507
sugar,0.888888888889 cup granulated sugar,507
vanilla,1.33333333333 teaspoon vanilla,507
egg,2.66666666667 large egg,507
other,2.66666666667 cup granola chop clusters if large,507
chocolate chip,2.0 cup semisweet chocolate chips 4 1/2 ounces,507
