PC1,PC2,Cluster,Sentence
-0.72461595 ,0.01516741 ,3 , "Beat  the  sugar ,  butter ,  eggs ,  and  vanilla  extract  with  an  electric  mixer  in  a  large  bowl  until  fluffy  and  smooth. "
-1.10248415 ,1.19162292 ,4 , "Stir  in  flour ,  cocoa  powder ,  baking  soda ,  and  salt. "
-1.00959145 ,0.11179608 ,5 , "Mix  in  the  chocolate  chips  and  bacon. "
0.39490313 ,0.15383601 ,2 , "Drop  cookies  by  rounded  spoonfuls  onto  ungreased  cookie  sheets. "
1.16824475 ,-0.02957496 ,6 , "Bake  for  10  to  12  minutes  in  the  preheated  oven. "
0.58564024 ,-1.24736117 ,0 , "Let  stand  5  minutes  before  transferring  to  wire  racks  to  cool  completely. "
0.12516811 ,0.45995468 ,3 , "Preheat  the  oven  to  375  degrees  F  (190  degrees  C).In  a  large  bowl ,  cream  together  the  butter ,  brown  sugar  and  white  sugar  until  light  and  fluffy. "
-0.49021366 ,-0.73123254 ,3 , "Beat  in  the  eggs  one  at  a  time ,  then  stir  in  the  vanilla. "
-0.85702190 ,0.77925438 ,4 , "Combine  the  flour ,  baking  soda  and  salt;  stir  into  the  creamed  mixture. "
-1.01237319 ,0.30402002 ,5 , "Fold  in  chocolate  chips  and  coconut. "
0.24228457 ,-0.32297820 ,2 , "Drop  by  rounded  spoonfuls  onto  cookie  sheets. "
1.15330303 ,-0.01635458 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven. "
0.43929383 ,-0.98649672 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
0.62277533 ,1.02593699 ,1 , "Preheat  oven  to  375  degrees  F  (190  degrees  C).Combine  butter ,  sugar ,  eggs  and  vanilla.     "
-0.44655685 ,0.06806392 ,3 , "In  a  blender  or  food  processor ,  process  the  oats  until  finely  chopped.     "
-0.75726880 ,0.81067085 ,4 , "Then ,  in  separate  bowl ,  combine  chopped  oatmeal ,  flour ,  baking  powder  and  baking  soda.     "
-0.68128484 ,1.19975465 ,4 , "Add  flour  mixture  to  butter  mixture.     "
-1.23748643 ,0.52017191 ,5 , "Gradually  add  the  chopped  milk  chocolate  chips  and  whole  chocolate  chips. "
0.09667340 ,-0.53635681 ,2 , "Roll  dough  into  golf  ball  size  balls.     "
0.35051459 ,-0.65906780 ,0 , "Press  with  fork.       "
0.99370289 ,-0.47802078 ,6 , "Bake  for  6  to  8  minutes.     "
0.60477756 ,-0.77943041 ,0 , "Do  not  overbake.     "
-0.02068733 ,-0.98370053 ,0 , "When  they  come  out  of  the  oven ,  the  cookies  will  be  soft.     "
-0.35934248 ,-0.89883278 ,0 , "Place  a  chocolate  chunk  in  the  center. "
2.31624618 ,1.53471762 ,1 , "Preheat  oven  to  375  degrees  F "
0.03013163 ,0.65812087 ,4 , "(190  degrees  C).In  a  medium-sized  mixing  bowl ,  combine  flour  and  baking  soda. "
0.17648582 ,-1.13219655 ,0 , "Set  aside. "
-1.10009826 ,0.55583542 ,4 , "In  another  large  mixing  bowl ,  combine  butter ,  white  sugar ,  brown  sugar ,  vanilla ,  and  pudding  mix. "
-0.81883520 ,-0.47367161 ,3 , "Beat  until  smooth  and  creamy. "
-0.60344602 ,-0.43581886 ,3 , "Beat  in  eggs. "
-0.89525250 ,1.10974311 ,4 , "Gradually  stir  in  flour  mixture. "
-1.14566706 ,0.56764897 ,5 , "Stir  in  chocolate  chips. "
0.43674785 ,-0.17492552 ,2 , "Drop  batter  by  heaping  teaspoonfuls ,  about  2  inches  apart ,  onto  an  ungreased  cookie  sheet. "
0.69151617 ,-0.08892365 ,6 , "Bake  for  9  to  9  1/2  minutes ,  or  until  browned. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
0.33877288 ,0.23088533 ,2 , "Grease  cookie  sheets. "
-0.92355976 ,0.20611044 ,3 , "In  a  large  bowl ,  cream  together  butter ,  white  sugar ,  and  brown  sugar  until  light  and  fluffy. "
-1.04228002 ,0.12391143 ,3 , "Beat  in  egg ,  then  stir  in  vanilla  and  peppermint  extracts. "
-0.98439754 ,0.94925060 ,4 , "Combine  flour ,  cocoa  powder ,  baking  soda ,  and  salt;  gradually  stir  into  the  creamed  mixture. "
-0.99245204 ,-0.01752920 ,5 , "Mix  in  the  chocolate  chips. "
0.14501578 ,-0.48209680 ,2 , "Drop  by  rounded  spoonfuls  onto  the  prepared  cookie  sheets. "
1.17815043 ,-0.02000635 ,6 , "Bake  for  12  to  15  minutes  in  the  preheated  oven. "
0.44390868 ,-1.09270707 ,0 , "Allow  cookies  to  cool  on  cookie  sheets  for  5  minutes  before  transferring  to  a  wire  rack  to  cool  completely. "
1.97257623 ,1.02417523 ,1 , "Preheat  oven  to  375  degrees  F  (190  degrees  C). "
0.38662931 ,0.78694992 ,2 , "Grease  baking  sheets. "
-0.62833061 ,0.48855943 ,4 , "Whisk  together  the  flour ,  baking  soda ,  and  salt;  set  aside. "
-0.83328681 ,0.39468984 ,3 , "Beat  the  unsalted  butter ,  butter  flavored  shortening ,  white  sugar ,  and  brown  sugar  with  an  electric  mixer  in  a  large  bowl  until  smooth. "
-0.52856183 ,-0.45942783 ,3 , "Add  the  eggs  one  at  a  time;  beat  in  the  vanilla  extract  and  almond  extract  with  the  last  egg.     "
-0.61288495 ,0.08874204 ,3 , "Mix  in  the  flour  mixture  until  just  incorporated. "
-0.74131031 ,0.20774784 ,3 , "Fold  in  the  cherries ,  walnuts ,  pecans ,  and  chocolate  chunks ,  mixing  just  enough  to  evenly  combine. "
0.14501578 ,-0.48209680 ,2 , "Drop  by  rounded  spoonfuls  onto  the  prepared  cookie  sheets. "
0.80989596 ,-0.06328866 ,6 , "Bake  in  the  preheated  oven  until  browned  around  the  edges ,  11  to  13  minutes. "
0.43972754 ,-0.89498006 ,0 , "Cool  on  cookie  sheet  for  2  minutes;  remove  cookies  to  a  wire  rack  to  cool  completely. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
0.33877288 ,0.23088533 ,2 , "Grease  cookie  sheets. "
-0.92248664 ,0.48443347 ,3 , "In  a  medium  bowl ,  stir  together  the  canola  oil ,  honey ,  sugar ,  egg  whites ,  vanilla  and  water. "
-0.89403253 ,0.59403980 ,4 , "Sift  together  the  whole  wheat  flour ,  all  purpose  flour ,  baking  powder ,  salt  and  cinnamon ,  stir  into  the  wet  ingredients. "
-0.68271759 ,-0.34944890 ,5 , "Mix  well ,  then  fold  in  the  chocolate  chips. "
0.16660123 ,-0.63807306 ,2 , "Drop  cookies  by  rounded  teaspoonfuls  onto  the  prepared  cookie  sheets. "
-0.27935096 ,0.06458716 ,3 , "Flatten  with  a  fork  dipped  in  flour. "
1.16102240 ,-0.00827018 ,6 , "Bake  for  8  to  9  minutes  in  the  preheated  oven. "
1.96763320 ,0.96958575 ,1 , "Preheat  oven  to  350  degrees  F  (180  degrees  C). "
-0.71852004 ,0.76450350 ,4 , "Mix  flour ,  baking  soda  and  salt;  set  aside. "
-0.79864622 ,-0.05581662 ,3 , "In  a  large  bowl ,  cream  together  the  butter  and  sugar  until  light  and  fluffy. "
-0.77719164 ,-0.36252482 ,3 , "Beat  in  the  egg ,  then  stir  in  the  vanilla. "
-0.76099151 ,-0.14155123 ,3 , "Mix  in  the  dry  ingredients  until  well  blended. "
-0.89594990 ,0.36571532 ,5 , "Stir  in  the  chocolate  chips  and  walnuts.     "
0.42955085 ,-0.38292886 ,2 , "Roll  the  dough  into  2  inch  balls  and  place  them  3  inches  apart  onto  ungreased  cookie  sheets. "
1.19708524 ,-0.05455198 ,6 , "Bake  for  20  to  23  minutes  in  the  preheated  oven. "
0.30123774 ,-1.11645573 ,0 , "Allow  cookies  to  cool  for  a  few  minutes  on  the  baking  sheet  before  removing  to  a  wire  rack  to  cool  completely. "
0.71469142 ,0.71168822 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C).Mix  sugars ,  butter  and  shortening  until  light  and  fluffy.     "
-0.86862568 ,0.21689979 ,3 , "Mix  in  egg  and  vanilla.     "
-0.81829565 ,1.20520221 ,4 , "Stir  in  flour ,  baking  soda ,  baking  powder  and  salt.     "
-1.07926003 ,0.64107764 ,5 , "Stir  in  chocolate  chips  and  brickle  chips. "
0.41202821 ,0.46753290 ,2 , "Drop  dough  by  rounded  teaspoons  onto  ungreased  cookie  sheet. "
0.44991860 ,-0.45439778 ,6 , "Make  9-10  minutes  until  lightly  brown. "
2.31624618 ,1.53471762 ,1 , "Preheat  oven  to  375  degrees  F "
-0.07163605 ,0.74741281 ,3 , "(190  degrees  C).Mix  butter  or  margarine ,  sugar  and  egg  together.     "
-0.98314176 ,0.58711654 ,5 , "Stir  in  baking  mix ,  nuts ,  and  chocolate  chips. "
0.70059160 ,-0.04142000 ,2 , "Drop  teaspoonfuls  of  dough  about  2  inches  apart  on  ungreased  baking  sheet.     "
0.47060914 ,0.04679060 ,6 , "Bake  about  10  minutes ,  or  until  lightly  browned. "
0.26232294 ,0.64225908 ,3 , "Preheat  oven  to  350  degrees  F.Beat  butter  and  sugar  with  electric  mixer  in  large  bowl  until  fluffy. "
-1.20923465 ,0.53768016 ,3 , "Beat  in  corn  syrup ,  egg  and  vanilla. "
-0.78218020 ,0.53649832 ,4 , "Gradually  beat  in  flour ,  baking  soda  and  salt  until  combined. "
-1.14566706 ,0.56764897 ,5 , "Stir  in  chocolate  chips. "
0.21504035 ,0.41851575 ,2 , "Drop  dough  by  heaping  tablespoonfuls  onto  lightly  greased  baking  sheets. "
0.68203496 ,-0.17180324 ,6 , "Bake  for  9  to  11  minutes  or  until  lightly  browned. "
0.71172618 ,-0.51834845 ,0 , "Cool  1  to  2  minutes  on  pan;  remove  from  pan  to  wire  rack. "
0.18482610 ,0.48610554 ,3 , "Preheat  the  oven  to  350  degrees  F  (175  degrees  C).In  a  large  bowl ,  stir  together  the  butter ,  white  sugar  and  brown  sugar  until  smooth. "
-0.55833761 ,-0.49308197 ,3 , "Mix  in  eggs  one  at  a  time ,  then  stir  in  the  vanilla. "
-0.70412879 ,0.04846283 ,3 , "Combine  the  flour ,  baking  soda  and  salt;  stir  into  the  batter  just  until  blended ,  then  mix  in  the  chocolate  chips  so  they  are  evenly  distributed. "
0.63008632 ,-0.04744446 ,2 , "Drop  cookies  by  heaping  teaspoonfuls  onto  ungreased  cookie  sheets  spacing  2  inches  apart. "
0.70214198 ,-0.33664889 ,6 , "Bake  in  the  preheated  oven  until  the  edges  begin  to  turn  golden ,  12  to  15  minutes. "
0.29450932 ,-1.08802642 ,0 , "Allow  cookies  to  cool  for  a  few  minutes  on  the  baking  sheets  before  removing  to  wire  racks  to  cool  completely. "
0.85494223 ,0.88336080 ,1 , "Preheat  oven  to  375  degrees  F  (190  degrees  C).Beat  together  margarine  and  sugars  until  creamy.     "
-0.75482476 ,0.05582688 ,3 , "Add  eggs ,  milk  and  vanilla;  beat  well.     "
-0.68011946 ,0.65777317 ,4 , "Add  combined  flour ,  baking  soda  and  salt;  mix  well.     "
-1.01852433 ,0.41561775 ,5 , "Stir  in  oats ,  chocolate  chips  and  nuts;  mix  well. "
0.71205417 ,-0.26408036 ,2 , "Drop  by  rounded  tablespoonfuls  onto  ungreased  cookie  sheet.     "
1.18965980 ,-0.22172825 ,6 , "Bake  9-10  minutes.     "
0.59751219 ,-0.82144167 ,0 , "Cool  for  1  minute  on  cookie  sheet;  remove  to  wire  rack. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
0.33877288 ,0.23088533 ,2 , "Grease  cookie  sheets. "
-0.87277634 ,0.01138617 ,3 , "In  a  large  bowl ,  beat  butter ,  eggs ,  and  vanilla  until  well  blended. "
-0.88631131 ,0.33570277 ,3 , "Beat  in  the  brown  sugar  and  confectioners'  sugar. "
-1.05105128 ,0.93820809 ,4 , "Combine  the  flour ,  baking  soda ,  salt  and  cinnamon ,  stir  into  the  sugar  mixture. "
-0.96669434 ,0.09971721 ,5 , "Finally ,  stir  in  the  oats  and  chocolate  chips. "
-0.22194420 ,-0.19943047 ,2 , "Roll  the  dough  into  walnut  sized  balls. "
0.28791869 ,-0.69630344 ,2 , "Place  the  cookies  2  inches  apart  onto  the  cookie  sheets. "
1.15330303 ,-0.01635458 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven. "
0.43929383 ,-0.98649672 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
1.85283314 ,0.98749411 ,1 , "Preheat  the  oven  to  350  degrees  F. "
0.13023672 ,-0.17610496 ,2 , "Lightly  grease  a  baking  sheet ,  or  line  it  with  parchment. "
-0.94594281 ,0.54960331 ,4 , "Combine  the  brown  sugar ,  baking  soda ,  salt ,  and  butter ,  and  mix  until  smooth. "
-0.95763443 ,0.47976934 ,4 , "Mix  in  the  vanilla ,  egg ,  and  almond  flour ,  stirring  to  combine. "
0.01935227 ,-0.67277451 ,0 , "Scrape  the  bottom  and  sides  of  the  bowl ,  then  mix  for  1  minute  at  medium  speed. "
-0.98723006 ,0.16618870 ,5 , "Stir  in  the  chocolate  chips. "
-0.06096477 ,-0.22505076 ,3 , "Scoop  the  dough  one  level  tablespoon  at  a  time  onto  the  prepared  baking  sheet;  a  tablespoon  cookie  scoop  works  well  here. "
0.16380478 ,-0.44293361 ,2 , "Gently  flatten  the  cookies  to  about  3/8-inch  thick. "
0.31485136 ,-0.35951318 ,6 , "Bake  the  cookies  for  9  to  12  minutes ,  until  golden  brown. "
0.33884427 ,-0.42650984 ,0 , "Remove  the  cookies  from  the  oven. "
0.31655228 ,-1.19539987 ,0 , "Allow  them  to  cool  on  the  pan  for  2  minutes ,  then  carefully  transfer  them  to  a  rack  to  cool  completely. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
-1.02032825 ,0.64428598 ,4 , "Mix  butter ,  eggs ,  vanilla  and  sugars  together.     "
-0.64390224 ,0.04086111 ,3 , "Add  dry  ingredients  and  blend  well ,  until  mixture  is  whipped.       "
-1.15193338 ,0.34718752 ,5 , "Mix  in  chocolate  chips. "
0.43605618 ,0.03448991 ,2 , "Drop  tablespoon  sized  pieces  dough  onto  a  greased  cookie  sheet;  bake  for  8-10  minutes ,  until  edges  are  browned.     "
0.49129542 ,-0.38164440 ,0 , "Remove  from  oven  before  the  center  is  browned. "
2.04531532 ,1.57995425 ,1 , "Preheat  oven  to "
-0.02150273 ,0.34109229 ,3 , "350  degrees  F  (175  degrees  C).In  a  medium  bowl ,  cream  the  shortening ,  white  sugar ,  and  brown  sugar  together  with  a  wooden  spoon. "
-0.97608303 ,0.13933893 ,3 , "Add  eggs  and  vanilla ,  mix  well. "
-0.85468558 ,0.68004896 ,4 , "Sift  together  the  flour ,  baking  soda  and  salt ,  stir  into  the  creamed  mixture. "
-0.40982704 ,-0.87375892 ,0 , "Finally  stir  in  the  semi  sweet  chips  and  the  white  chips ,  if  the  batter  is  too  stiff ,  you  may  need  to  use  your  hands. "
0.00511926 ,0.01858590 ,2 , "Drop  cookies  by  heaping  spoonfuls  onto  unprepared  cookie  sheets. "
1.14953350 ,-0.05050086 ,6 , "Bake  for  7  to  10  minutes  in  the  preheated  oven. "
-0.08884829 ,-1.15360741 ,0 , "I  always  like  to  take  my  cookies  out  of  the  oven  when  they  are  light  brown  and  not  yet  set. "
-0.22127475 ,-0.82308140 ,0 , "It  creates  a  softer  cookie. "
0.33028240 ,-1.06055944 ,0 , "Allow  cookies  to  cool  for  a  few  minutes  on  the  baking  sheet  before  removing  to  cool  on  wire  racks. "
1.97257623 ,1.02417523 ,1 , "Preheat  oven  to  375  degrees  F  (190  degrees  C). "
0.33877288 ,0.23088533 ,2 , "Grease  cookie  sheets. "
-0.88029743 ,0.19440291 ,3 , "In  a  large  bowl ,  cream  together  the  shortening ,  butter ,  brown  sugar ,  and  white  sugar  until  smooth. "
-0.67175253 ,-0.47888270 ,3 , "Beat  in  the  eggs  one  at  a  time ,  then  stir  in  the  vanilla  and  coffee  liqueur. "
-0.89916813 ,0.79087776 ,4 , "Combine  the  flour ,  baking  soda ,  and  salt;  stir  into  the  sugar  mixture. "
-1.08732879 ,0.47974636 ,5 , "Mix  in  the  oats ,  chocolate  chips ,  and  walnuts. "
0.10067955 ,-0.63242945 ,0 , "Roll  tablespoonfuls  of  dough  into  balls ,  and  place  them  2  inches  apart  onto  the  prepared  cookie  sheets. "
0.77780126 ,-0.15161316 ,6 , "Bake  for  10  to  12  minutes  in  the  preheated  oven ,  or  until  golden. "
0.40477051 ,-1.43326633 ,0 , "Cool  on  a  wire  rack  for  a  few  minutes  before "
1.73569291 ,0.67216955 ,1 , "eating!Preheat  oven  to  350  degrees  F  (175  degrees  C). "
0.33877288 ,0.23088533 ,2 , "Grease  cookie  sheets. "
-0.79617339 ,0.83094189 ,4 , "Sift  together  flour ,  baking  soda ,  salt ,  cinnamon ,  mace ,  nutmeg ,  and  cloves;  set  aside. "
-0.96764911 ,0.23687758 ,3 , "In  a  large  bowl ,  cream  together  butter ,  brown  sugar ,  and  white  sugar  until  smooth. "
-0.64472264 ,-0.48866207 ,3 , "Beat  in  the  eggs  one  at  a  time ,  then  stir  in  milk  and  vanilla. "
-0.78717898 ,0.05241097 ,3 , "Gradually  mix  in  the  sifted  ingredients  until  well  blended. "
-0.94469484 ,0.40928065 ,5 , "Using  a  wooden  spoon ,  stir  in  the  cornflakes ,  oats ,  coconut ,  chocolate  chips ,  and  walnuts. "
0.07170045 ,-0.38283709 ,2 , "Roll  the  dough  into  walnut  sized  balls ,  and  place  2  inches  apart  on  prepared  cookie  sheets;  flatten  slightly. "
1.28813788 ,0.16612125 ,6 , "Bake  for  8  to  10  minutes  in  preheated  oven. "
0.46959103 ,-0.98127539 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  transferring  to  a  wire  rack  to  cool  completely. "
-0.10539607 ,0.34974049 ,4 , "I  found  that  slightly  under  baking  these  yields  wonderfully  chewy  cookies!Preheat  oven  to  375  degrees  F.Combine  flour ,  baking  soda  and  salt  in  small  bowl. "
-1.18367260 ,0.86196188 ,4 , "Beat  butter ,  granulated  sugar ,  brown  sugar  and  vanilla  extract  in  large  mixer  bowl  until  creamy. "
-0.21192839 ,-1.00309033 ,0 , "Add  eggs ,  one  at  a  time ,  beating  well  after  each  addition. "
-0.79071333 ,0.55532069 ,4 , "Gradually  beat  in  flour  mixture. "
-0.87943619 ,0.19953413 ,5 , "Stir  in  morsels  and  nuts. "
0.45552451 ,0.54541838 ,2 , "Drop  by  rounded  tablespoon  onto  ungreased  baking  sheets. "
0.51848694 ,-0.41898755 ,6 , "Bake  for  9  to  11  minutes  or  until  golden  brown. "
0.53209374 ,-0.81157167 ,0 , "Cool  on  baking  sheets  for  2  minutes;  remove  to  wire  racks  to  cool  completely. "
0.13488569 ,0.45435856 ,3 , "Preheat  the  oven  to  350  degrees  F  (175  degrees  C).In  a  large  bowl ,  cream  together  the  brown  sugar ,  white  sugar ,  and  butter  until  smooth. "
-0.24198252 ,-1.09680581 ,0 , "Beat  in  the  eggs  one  at  a  time ,  mixing  well  after  each  one. "
-0.91478633 ,0.40083274 ,4 , "Stir  in  the  vanilla ,  salt ,  and  baking  soda  until  well  blended ,  then  mix  in  the  ground  pecans  and  flour. "
-0.83235497 ,-0.13521198 ,5 , "Stir  in  the  chocolate  chips  last. "
-0.34895737 ,-0.75990807 ,0 , "Try  not  to  over  mix  once  you  add  the  flour. "
0.35802334 ,-0.08421748 ,2 , "Drop  spoonfuls  of  cookie  dough  onto  ungreased  baking  sheets  so  they  are  about  2  inches  apart. "
0.52116245 ,-0.51492410 ,6 , "Bake  for  10  to  12  minutes  in  the  preheated  oven ,  until  the  cookies  are  just  starting  to  brown  at  the  edges. "
0.33772749 ,-1.13335476 ,0 , "Let  cool  on  the  baking  sheets  for  a  few  minutes  before  removing  to  cool  on  wire  racks. "
1.80583611 ,0.80376849 ,1 , "Preheat  the  oven  to  375  degrees  F  (190  degrees  C). "
-0.57338777 ,0.41405516 ,4 , "Sift  together  the  flour ,  baking  soda  and  salt;  set  aside. "
-0.92777629 ,0.23075984 ,3 , "In  a  medium  bowl ,  cream  together  the  butter ,  brown  sugar  and  white  sugar  until  smooth. "
-0.48906224 ,-0.76660620 ,3 , "Beat  in  the  eggs  one  at  a  time  then  stir  in  the  vanilla. "
-0.80462194 ,0.22550789 ,3 , "Gradually  blend  in  the  sifted  ingredients. "
-1.23978927 ,0.56483931 ,5 , "Mix  in  the  white  chocolate  and  semisweet  chocolate  chips  and  macadamia  nuts. "
0.67005697 ,-0.25399416 ,2 , "Drop  by  rounded  tablespoonfuls  onto  ungreased  cookie  sheets. "
0.64392655 ,-0.06246330 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven ,  or  until  golden  brown. "
0.43929383 ,-0.98649672 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
0.18562917 ,0.66177383 ,3 , "Preheat  oven  to  350  degrees  F  (175  degrees  C).In  a  large  bowl ,  cream  together  margarine ,  white  sugar ,  and  brown  sugar  until  smooth. "
-0.89237867 ,-0.31098967 ,3 , "Beat  in  the  eggs  and  vanilla. "
-0.66928848 ,0.39959166 ,4 , "In  a  separate  bowl ,  mix  together  flour ,  baking  soda ,  and  salt.     "
-0.63390414 ,-0.04517009 ,3 , "Add  to  egg  mixture ,  and  mix  well. "
-1.14566706 ,0.56764897 ,5 , "Stir  in  chocolate  chips. "
-0.07608061 ,-0.91655444 ,0 , "Instead  of  just  dropping  them  onto  the  cookie  sheet ,  I  roll  the  cookies  into  balls  - "
0.31216138 ,-0.62873810 ,0 , "it  makes  them  all  look  very  uniform  and  nice!Bake  in  preheated  oven  for  12  to15  minutes ,  or  until  light  brown. "
0.53525347 ,-1.23728839 ,0 , "Cool  on  a  wire  rack. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
0.33877288 ,0.23088533 ,2 , "Grease  cookie  sheets. "
-0.89828548 ,0.12714280 ,3 , "In  a  large  bowl ,  cream  together  the  shortening ,  white  sugar ,  brown  sugar  and  honey  until  smooth. "
-0.49021366 ,-0.73123254 ,3 , "Beat  in  the  eggs  one  at  a  time ,  then  stir  in  the  vanilla. "
-0.85702190 ,0.77925438 ,4 , "Combine  the  flour ,  baking  soda  and  salt;  stir  into  the  creamed  mixture. "
-1.02582913 ,0.35644136 ,5 , "Using  a  wooden  spoon ,  stir  in  the  oats ,  cereal ,  jumbo  chocolate  chips  and  milk  chocolate  chips. "
0.15469059 ,-0.52808481 ,2 , "Drop  by  heaping  teaspoonfuls  onto  the  prepared  cookie  sheets. "
0.81599888 ,-0.08689780 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven ,  until  golden. "
0.43929383 ,-0.98649672 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
1.97257623 ,1.02417523 ,1 , "Preheat  oven  to  375  degrees  F  (  190  degrees  C). "
0.48965421 ,0.29377268 ,2 , "Prepare  a  greased  baking  sheet. "
-0.96435214 ,0.49735428 ,3 , "In  a  medium  bowl ,  cream  butter  and  sugar. "
-0.88923338 ,0.40402234 ,3 , "Gradually  add  replacer  eggs  and  vanilla  while  mixing. "
-0.73138496 ,0.84196569 ,4 , "Sift  together  gluten-  free  flour  mix ,  baking  soda ,  baking  powder ,  and  salt. "
-0.92808315 ,0.52832082 ,4 , "Stir  into  the  butter  mixture  until  blended. "
-0.85446961 ,-0.14643087 ,5 , "Finally ,  stir  in  the  chocolate  chips. "
0.19810484 ,-0.09169511 ,2 , "Using  a    teaspoon ,  drop  cookies  2  inches  apart  on  prepared  baking  sheet. "
0.82546026 ,0.05158212 ,6 , "Bake  in  preheated  oven  for  6  to  8  minutes  or  until  light  brown. "
0.45551940 ,-0.73109686 ,0 , "Let  cookies  cool  on  baking  sheet  for  2  minutes  before  removing  to  wire  racks. "
-0.78191190 ,0.64310842 ,4 , "Cream  sugar  into  shortening.     "
-0.81174047 ,0.09024028 ,3 , "Add  milk  and  vanilla  beat  until  fluffy.     "
-0.55024133 ,0.02249307 ,3 , "Blend  in  egg.     "
-0.54301883 ,-0.19857150 ,3 , "Then  add  dry  ingredients  and  mix  well.     "
-0.87844007 ,0.16355100 ,5 , "Stir  in  chips  and  nuts. "
0.81230710 ,0.15655457 ,6 , "Drop  by  teaspoon  onto  greased  baking  sheets  and  bake  at  350  degrees  F  (175  degrees  C)  for  8-10  minutes  for  chewy  cookies  or  10-13  minutes  for  crispy  cookies.     "
1.90756889 ,0.91867780 ,1 , "ENJOY!!!Preheat  oven  to  375  degrees  F "
-0.10411032 ,0.35236584 ,3 , "(190  degrees  C).In  a  very  large  bowl ,  cream  sugars  and  butter. "
-1.03154607 ,0.37656741 ,3 , "Add  eggs  and  vanilla. "
-0.72869579 ,0.37003138 ,4 , "Combine  dry  ingredients  and  add  gradually  to  creamed  mixture. "
-1.14566706 ,0.56764897 ,5 , "Stir  in  chocolate  chips. "
-0.38004003 ,0.25108187 ,2 , "Scoop  with  ice  cream  scoop  onto  baking  sheets. "
-0.04209616 ,-0.62405139 ,0 , "Flatten  balls  with  wet  hands. "
0.62498896 ,-0.58684538 ,6 , "Bake  for  10-12  minutes  or  until  start  to  brown. "
1.97257623 ,1.02417523 ,1 , "Preheat  oven  to  375  degrees  F  (190  degrees  C). "
0.33135826 ,-0.31605992 ,2 , "Line  a  baking  sheet  with  parchment  paper. "
-1.19603565 ,0.44972660 ,3 , "Beat  butter ,  brown  sugar ,  and  white  sugar  together  until  creamy. "
-0.81191052 ,0.37875960 ,3 , "Add  eggs  and  vanilla  extract;  stir  to  combine. "
-0.73774552 ,0.54630570 ,4 , "Sift  flour ,  cinnamon ,  baking  soda ,  and  baking  powder  together  in  a  separate  bowl;  stir  into  butter-sugar  mixture  until  thick  and  free  of  clumps. "
-0.42305199 ,0.13020842 ,3 , "Gradually  stir  oats ,  1  cup  at  a  time ,  into  batter  until  evenly  mixed. "
-0.75401934 ,0.11854008 ,5 , "Fold  in  chocolate  chips. "
0.10517367 ,0.26160999 ,2 , "Scoop  1  to  2  tablespoons  batter  and  drop  onto  prepared  baking  sheet. "
0.20664077 ,-0.60080757 ,0 , "Repeat  with  remaining  batter ,  keeping  about  2  inches  between  each  scoop. "
0.61953667 ,0.09355929 ,6 , "Bake  in  the  preheated  oven  until  edges  of  cookies  are  lightly  browned ,  9  to  10  minutes. "
0.31422015 ,-0.66159272 ,0 , "Let  cookies  cool  on  the  baking  sheet  before  removing ,  30  minutes. "
0.21670454 ,0.66197478 ,3 , "Preheat  oven  to  350  degrees  F  (175  degrees  C).In  a  large  bowl ,  cream  together  the  butter ,  white  sugar  and  brown  sugar. "
-0.48906224 ,-0.76660620 ,3 , "Beat  in  the  eggs  one  at  a  time  then  stir  in  the  vanilla. "
-0.83846322 ,0.73048512 ,4 , "Combine  the  flour ,  baking  powder ,  baking  soda  and  salt;  stir  into  the  creamed  mixture  until  just  blended. "
-0.85838602 ,-0.28421919 ,5 , "Finally ,  mix  in  the  chocolate  chips. "
0.24672285 ,-0.49655696 ,2 , "Shape  dough  into  golf  ball  sized  balls  and  place  them  3  inches  apart  into  ungreased  cookie  sheets. "
0.22984915 ,-0.35700697 ,2 , "Flatten  slightly. "
1.15330303 ,-0.01635458 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven. "
